order,id,date,time,title,url,visitCount,typedCount,transition
10,278,11/21/2024,12:57:23,Apple Pro 2. Generation mit MagSafe Kabellosem Ladecase - Weiß | eBay,https://www.ebay.com/itm/126601813324?_skw=apple&itmmeta=01JD79AVFJQCMTDBSR227SP1RY&hash=item1d7a0e5d4c:g:DYMAAOSwby9mi-XN&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKliW0xiAXvTNlx7WvT80cXJk8mU3iHt%2BAd49godePqch8pPaQGZfNmd%2Fmn%2Ft8u0fUuZ4VcY7kpbxSwtuCq9jyPIiAMpwvIra%2BZaVynrQfdsKvuKBl7gAbBuPSg7iB5aucrGBcCu59LVCAOUvwV%2FaXZaJSD%2BIyV9xeOr4SXndP4fREsLNstn%2BJBAcvpfISCjhveBHkULuaY33a1lrpU6utggA0945kdC4Jdl1WIHZO4dDg%3D%3D%7Ctkp%3ABk9SR4S4q-npZA,1,0,link
11,277,11/21/2024,12:57:23,"Apple MacBook Pro A1398 Laptop 15"" Intel I7 CPU 16GB RAM 512 SSD | eBay",https://www.ebay.com/itm/296801268709?_skw=apple&itmmeta=01JD79AVFJ8G2NJ0J4AA4JVQN2&hash=item451abbf3e5:g:LD0AAOSw~IFnMj6V&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnRmOmaWBDZBxfSmeihHls%2FHw%2Bkq%2F0a7ZHyhPiouf%2FGitxDitSK9%2FB%2FHBbrmS4EjQw0zR5CfaoiO3oZUVefyt3aRehl9tKr9D41%2Fu6u%2BBBKD%2FrL3%2FvzpkolC%2FOrIP8MbEn2wZ07P%2BsFRYLrfyXwevsme3llyX%2BhEimCSP16LJCOKHM9cUbjMAoCB1Fd99VfnpqXKyd5GALq6%2FMESdjgI71tmzBkTiC2Ko5lLnfLkGb0eUdcPYtHkHZEFMYCHMQTeKg1nJobZ4HCB1C%2BcKtWlLyU%7Ctkp%3ABk9SR4S4q-npZA,1,0,link
12,276,11/21/2024,12:57:22,"Apple MacBook Pro 13"" Retina/ 2.4Ghz Core i5/8GB/256GB SSD. MacOs Big Sur | eBay",https://www.ebay.com/itm/226381325303?_skw=apple&itmmeta=01JD79AVFJFB4B8E6FDAVHP2BY&hash=item34b560e3f7:g:lhAAAOSwgEViGQeH&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnQsysK1XVP3fMjE9bg%2FRdbCh7veWiSoWqnAHRWTQwK1WpN%2FMFN9wFr%2BzY7sD1dEE34oDFk8g1yT%2FKZ2NoGlRhdV8Nhu9A%2FqniZEYdNFViIg7U%2BJ7GjELRkZRDq0Dqh%2BiF24Kvq4ZhE6ywlFHUka%2BOcy%2FzBMGCh5VveOcsqkjY6oBAnM7ID1Le4YRPjIHeIsgeTqPNoKK5w6TW413glIf7K49lx2Sjmx%2FZ638gFIVnJ2cilgRNsY%2BWjXASPQHBprZVluq9oeXS0lZ6ZoCUZJucA%7Ctkp%3ABk9SR4S4q-npZA,1,0,link
13,275,11/21/2024,12:57:21,Tempered Glass Screen Protector For iPhone 16 15 14 13 12 11 Pro Max Mini X Plus | eBay,https://www.ebay.com/itm/115513784365?_skw=apple&itmmeta=01JD79AVFJC1RYRKDX3WXCVVJQ&hash=item1ae528782d%3Ag%3AbRkAAOSwdP1mRc9y&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkh7MTOO18QjPN5dkZfj6glPjkVwOqdPBCclOnAsyWiEB%2FCiq61sg2SoIsg3OVwyQNUbNYS%2Bge7CJIN0jf8qddQRjtQoUY1JvOAqSXk6urvCUFVgFHQjznvUfQ7OX1Eb0XlrmZZkSmsuOZI5rlQjPgUkS9rN212tx5bIxXLjCPyxCAMKb98JHIWKNxaZyTSiwTzcbp0LcLvoNvWy1XUKpSHh2nS7R2xpOUEx556lFYz%2FA%3D%3D%7Ctkp%3ABk9SR4K4q-npZA&var=415536726931,1,0,link
14,274,11/21/2024,12:57:21,Apple iPhone 12 mini - 64 GB - White (Fully Unlocked) | eBay,https://www.ebay.com/itm/256407275707?_skw=apple&epid=8072620845&itmmeta=01JD79AVFJJXM19G347J8P0W77&hash=item3bb31088bb:g:qa0AAOSwiLxlxpqP&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkdZCvhg8ljoBuRWOS0Eb%2Bmbt84l%2BBHv7UNxuJMb54dgjKFX6n6U8HaopeN43bqjJBDS4KAIV5DNYPlFb%2B0rBBpD49iJRcHh579HumHE1MsmdzLJuBbzCXFfi39yidJL98hmexCGQBbgwQwYJpJ%2FxYLOk0hpbp3Ej3dXehiYzCb1OZPHWPzd2stiTXOswz9MbF89iPdj35AnxoCqT4bGLyRQ%2FtVgqhbJZ%2FGX4vIyH9C4dqVK2x3CM8H3RWEsrihEhHp4OK0hci5M54kQ%2FN%2BAky5%7Ctkp%3ABk9SR4K4q-npZA,1,0,link
15,273,11/21/2024,12:57:21,"Apple iPad 10,2 7.Gen (2019) 32GB Wi-Fi Space Gray 190199188723 | eBay",https://www.ebay.com/itm/386930803016?_skw=apple&epid=9034208577&itmmeta=01JD79AVFJVJ5GQPZV0YBGK2X9&hash=item5a16df8148:g:X~sAAOSwHBtm6Tau&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmctaGNsJbafPkq2yZGrsHqZvUCoEhW5%2B6atso0la52Cv9wWX6sNHQaOex2UIKNOFpa78whaW7%2FdXq%2BghSqdKf%2BEXqD4PvvP8OoEead6Xulhh%2BnPj%2FhS3dRfG%2Bpj7VQSKskMKoNHPxMdhDPOQL52zbzjA6j7SYKzdfm5lypfJIY6rf3SbvOE5H8%2F0Yn3oLIQkE%2BQhx1qbIIu53BwC6kMqfRAseA0oGYbAsmv1nQYE0NjatVaHzW6Ptqtyus6KThkLB3IJvggBrMiu2LClqLd9BT%7Ctkp%3ABk9SR4K4q-npZA,1,0,link
16,272,11/21/2024,12:57:20,"Apple iPad 6th Gen. 32GB, Wi-Fi, 9.7in - Space Grey - Latest iOS 17 190198648877 | eBay",https://www.ebay.com/itm/223355919715?_skw=apple&epid=243863134&itmmeta=01JD79AVFJS4QG4QSKF122SHW1&hash=item34010cdd63:g:rwYAAOSwjA5g-w1d&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKn%2FNPC4gIEi%2FcpupvuQ%2Bpj0Gl07g4Z1oDz4fBQqv4Ib4GWi06WHTiz1mtvIr28R7d7jQDayiVa1PrtP1UPWo12NzcSB7Q9ZOJz0Q6q5pS73dKaRL9rx6CWgzIY6DJfEeY4CKzfqN%2FeQqWjAeb7TiCEQk2NJnp0nMJ%2FQA%2FLjjSrQMAS0GBqXb3ZSEX%2Bkv9Z5EjNVEtwWPvOgLd31HCgoul7WzT2pUOV23F%2FxP3QE7SJI4G3KCJFIMj5IBlJxnSAnr005QLAVZblLmv%2FML11gPLpE%7Ctkp%3ABFBMgrir6elk,1,0,link
17,271,11/21/2024,12:57:19,Apple iPhone 12 | 12 mini - 64GB 128GB 256GB - Unlocked AT&T T-Mobile Verizon | eBay,https://www.ebay.com/itm/276563888321?_skw=apple&epid=6072741481&itmmeta=01JD79AVFJWQ6GQ8Y5NY972S9D&hash=item40647e08c1%3Ag%3ANc8AAOSwrsNmoAKt&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmzFlvnM77KXZSgi3w%2FT3A8TUoZiJBLu%2BPFHldEOJFDpvk%2BwWs5rnOuEGsNLUhjtA%2FAom20EVkotMnFgIEVBdnTIOSPRYS334J6MJlzxHAUJZAHzqXQCdVZif87BF2P%2F6LHoEsX8ZoF5JAHi26tWjC2zkwatn5GzSPZJHG8ApbnpX4pTvc3SLZdXuA%2Bgkp9IOBcdU3rC8rE41R6tWcrA2Qx%2FxU5T2CmvxBMLCvNQa6%2B5iN3jlrs7Phbvsd5mtH7YJ8JiawpJ91Vr%2FIJaxMeec1b%7Ctkp%3ABFBMgrir6elk&var=579167080919,1,0,link
18,270,11/21/2024,12:57:19,Apple Macbook Pro 13.3” 2.5GHz intel Core i5 16GB RAM 1TB HDD Turbo🔥 | eBay,https://www.ebay.com/itm/166611579675?_skw=apple&itmmeta=01JD79AVFJND4QZ4WCDC618ARS&hash=item26cad2f31b:g:4ucAAOSwQbJg6e5N&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlkAzzHLvhXbAujC3Uwo%2FffBu1q8j8cA8vN0CK9uhifvW0jRCHp0AczoCUYKcH9%2Fl4SQ4Y1pzNmI8FiAsKgH3N%2BVZ%2BhsXoXfYQlxNf7dTRKme3L1Yq2aR4E5sGZcbvIqno7A%2B9XMDV7CJAkJwiSVE%2Bq4pHEhqji0%2FyK0HBAFBKYDRXsPDWzx8Ajevd4qrEy2niMHtm73NuzSzbco7sXCgSeouE1Vanr4vh6InC4qEiyLe12bUzwX%2FxxuxzRju4VzOc3zMAkwo6nhYL7HkQtfTCh%7Ctkp%3ABFBMgrir6elk,1,0,link
19,269,11/21/2024,12:57:13,Apple for sale | eBay,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2334524.m570.l1313&_nkw=apple&_sacat=0&_odkw=laptop&_osacat=0,1,0,form_submit
20,268,11/21/2024,12:57:11,"Dell Latitude 5500 Intel i5 8365u 1.60Ghz 16GB RAM 256GB SSD 15"" FHD Win 11 - B | eBay",https://www.ebay.com/itm/185920530124?_skw=laptop&epid=17067421358&itmmeta=01JD79AFADVQ0DX868E7G0AMHW&hash=item2b49ba26cc:g:LB4AAOSwdzdmS6S4&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKk7nDJ%2FoqO2ZxLekCYacE3KdbctTrdiA0DcnlSIq45L45TfAiwXU4V0Uyw6MF8p3hB9gL0hoQmzHJhULVeLUqfd5DrU5cItaenWjU%2BEmjR1Q1ZFh6L186Nlc%2BUOhuPgYcECnICPiHN08EWwoDL6Gcc6dC%2FMPVNVwf11rJl1u5M1qViZ0%2BMfRpfDdUX7C3GW%2Ffffsr8iQqZ9XIIKn0NLvnSGvoqvLt6HitkKWzwov2s7AIhuqCfklgnUdGdMwaFzrOzg3D7e2Hp9tZl%2FxdBKFgTh%7Ctkp%3ABk9SR6b1qenpZA,1,0,link
21,267,11/21/2024,12:57:10,"HP Elitebook 840 G6, i5-8265U, 1.6 GHz,16GB RAM,256GB NVMe,14"" Full HD, W11 | eBay",https://www.ebay.com/itm/335641292965?_skw=laptop&itmmeta=01JD79AFADTXYJ2JMDNS4WDDKN&hash=item4e25c7b0a5:g:ISsAAOSwqEJnHzVw&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkCQSAAshrIz1TjJzsxSPt281zBYDxCUj6f4MDSTY2QyYd17234O%2BmFhvDZO3auQrbvFRHy8P5xAOwt5HXX%2BoJGPz1MrjWPRNRKRjq9CXwkv%2F%2Bb85mPEy%2BsrypGkKPUIgn4LG1h3sk8IVVe7J%2FRXQL7kSuEqNcIghDjLMIH8njm5cwZj73m9noK3FrQ%2BdCGvJU%2B7fHG1yxNteTuWSVCF8atQ%2BLCkqT4CeLVPR6lwSzs5vfhPtcjug2aXgMiU3xmn36kPeaDFyI6xPD6SWXiNxxn%7Ctkp%3ABk9SR6b1qenpZA,1,0,link
22,266,11/21/2024,12:57:10,"Dell Latitude 5540 15.6"" FHD Core i7-1370P 1.9GHz - 32GB - 1TB NVMe SSD - No OS | eBay",https://www.ebay.com/itm/375805411978?_skw=laptop&epid=1703616470&itmmeta=01JD79AFADNWT8B1KMQQER0EGM&hash=item577fbf828a:g:bbEAAOSwAzJnPleW&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkDsr9nVd9gI5%2FTMmZQtzOGRV4oZtW467hBjSR5NgQqyHseV8kXqZCID%2BBsNgKhBWQkWUyX1akGBvoIumSn%2BxYfBnR6W1sY4%2Ff3Ie0eWyOdvZnDWVhsNSe2WcL3%2BSuJMTkm0IpYyY%2Bt7Igw4B7mauEMfs3iahSSgxoRFAbiWcaFPRFML4R90%2BYDbNXfMw0BTZidzuSz%2FcjA0ZPut3zIMrqiOKmrB9iuQGO5cjT6qZp0HWRr1WR255OiL0PSXL0Tsfkp82CXaH6laShdchnxc6NP%7Ctkp%3ABk9SR6b1qenpZA,1,0,link
23,265,11/21/2024,12:57:09,SGIN Laptop Computer 14/15.6 Zoll mit Mini HDMI 128GB 256GB 512GB SSD USB 2.9GHz | eBay,https://www.ebay.com/itm/296691200897?_skw=laptop&itmmeta=01JD79AFADB07QR39FNE071CRF&hash=item45142c7381%3Ag%3A9m8AAOSwlNFmXuI2&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkac7NnTl%2FxYxiRqM7mW3n2VY3JJzpYv2BpmmtN8yO2lQm2db6TEPEVkRbWelNRoQx07wPtDnci8Fa8hjWlp%2FhOnABDVDvyeFxp9fVVOkDSRfQHsPhiD29bXfxDZGXlV5eLe%2F%2BPX%2BDeqLQHb4e59FcaobuN5EhTY6CS%2Bmx%2F7WYAHgiV7Qvs4mjH2Ex4dWAjeKIpoZShvAOjhF27YJVlei8uPts3zaPk7ILhoXOaMbLzFjMugf%2FL4C4UWch41og%2FTh0RUOwr3NWjASTBpHRmxSp5%7Ctkp%3ABFBMpvWp6elk&var=594533414491,1,0,link
24,264,11/21/2024,12:57:08,"Samsung Galaxy Book2 360 (13.3"") Intel Core i7-1225U, 16GB, 512GB *READ DESC* 887276643175 | eBay",https://www.ebay.com/itm/235838818042?_skw=laptop&epid=6053013235&itmmeta=01JD79AFADBRH5XE6WZ2XS2Y5C&hash=item36e916c6fa:g:AXIAAOSwxo5nIBF4&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlOS3kHHz31E2EVKl1pap9DcbrvqlkvJdF%2F7w2zpuZUZj4fpa8Bliw60B5K2kEXt13hOJRkMpCV1CGSyUUnU76DsewzfwGjatwebL1RUuSK6kWdeZav913R3iHvT8%2FGhy23%2Bszk%2FGXhTh4APf4a%2BcXxor7H%2BDTryUFQ%2FxnjRg8K16pNbZlbb3azIkMBqprPaxBX71WPBLYlvKlgvg%2FucuJhX8VHjAwcLiSTvjZ5M6%2BlJiNHk2kJHvcxXGAF61Qh5200oexMuKGhfqJ76Bkjriqt%7Ctkp%3ABk9SR6T1qenpZA,1,0,link
25,263,11/21/2024,12:57:07,SGIN Laptop 17 Zoll Computer 8GB RAM 512GB SSD Dual Core Bis Zu2.8 GHz Mini HDMI | eBay,https://www.ebay.com/itm/335612008134?_skw=laptop&itmmeta=01JD79AFACPHDSK9TYJNP3YBE6&hash=item4e2408d6c6:g:X00AAOSwYXZmem4f&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmwe4pDouFuy7LeW55iW3CK2rY5sEFAqrlYSbL1OdFNOcRj%2BJeTwn1EiR5n%2Biw7HAxYLFHpcY%2FyBd0mjIukXkHnb7nHE8HbHGhhoqqooD8j7SgNTtsFfKkgDTqvt8OBwGVcNluLlvSmNTftD4nmRz5rvtuC0M4WH9eBBoZlCS7%2Bqw2rFghRVSv4XfCiXpAL9KLxAq5BLictcg9iCn6Pu0Bve61dogxMWo5X4BOYJ5Mshw%3D%3D%7Ctkp%3ABk9SR6T1qenpZA,1,0,link
26,262,11/21/2024,12:57:07,Lenovo ThinkPad X1 Gen 8 Core i5-10210U 4.2 GHz SSD 256GB 16GB RAM WWAN Win10pro | eBay,https://www.ebay.com/itm/315975299722?_skw=laptop&itmmeta=01JD79AFACHS9S9KHH7H8YB9NK&hash=item499198728a:g:Yx4AAOSw4PhnMKsv&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmc5yhH9jO%2BUaVLEIrBR0FgCIvIuOeNhA5eT7VQqF82K859DzfoSEudlDdCgWPnzk3ped2%2B19bB9Mq%2F3T52QgH488OnrIRgWYzjTHelCs58EjVFQGTCvAOpflRZ03jgJv47B02e4Df7hwWjmObAFTbqovKM3%2FjSC0e2TXq444Z1R5lhF1UD9Wmma9RotHS02bBe2iO5ISKbDG3ivVeGhyqFP%2BZOu8Apx5O42yjPuiEbQQ%3D%3D%7Ctkp%3ABk9SR6L1qenpZA,1,0,link
27,261,11/21/2024,12:57:06,SGIN 15.6 Zoll Laptop 12GB DDR4 RAM 512GB SSD Notebook USB3.2 Mini HDMI Sliver | eBay,https://www.ebay.com/itm/296600754459?_skw=laptop&itmmeta=01JD79AFAC8W6X965DW8KNJEQJ&hash=item450ec8591b:g:0TEAAOSwlmNnDjON&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnCY%2Fr5lCyC3KEkQpJeM7xmDT0fppvTudPenCmN1Ozg8mbxtrfw6rA0FnBf%2F%2B6xqt0MHFUaIf4XSSMWoBXCNEmdp2f%2B%2Bb85ui2r9JrRohlE4nK9f86xG50%2BTUf5IXhdWqrzV4cpaBfyqbWdDuA3gJGWh28HBY40gimQNJudmwWDzGA8rJeFAikms7sycU%2FBW4y87Czkj1rnjnqsNZpPsRp4HDIKbZMFCRnEtWo3lmwkcSDfuk9xK%2BdtwtXlQHALifJx1MIk1s1J7e2v5AgvDAvH%7Ctkp%3ABFBMovWp6elk,1,0,link
28,260,11/21/2024,12:57:05,SGIN Laptop 15.6 Zoll 12GB DDR4 RAM 512GB SSD Webcam Typ-C Mini HDMI WiFi Sliver | eBay,https://www.ebay.com/itm/335612008338?_skw=laptop&itmmeta=01JD79AFAC88WPG94Y531H629S&hash=item4e2408d792:g:ANwAAOSwzYBnDjhP&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnSDsManvLLujxCVMrufzGuzcn%2FNElN2RBvP4GdVgznVvOJktAZSr8xIFHxwI24ukMuflg7V3%2B%2FRbhVRwJmeFz9wbav9iCKxkpG9fetOZiVxlre5%2Be%2BVS2189G5YBQVLB4Zxya2G%2B1W7GkDizgq39PZcf08OmVlozhAJs58tHx8LmQKpDizh7JQiM%2FyglkT48LVTxzol8aJcS1mkj%2Fc%2FfJn3%2B5iAdD%2BFOBtNFqtRSUPZFfu9rqHWHG9O3A0hOeOE4ktG%2F%2BkRJdMjom7DKdF9N6M%7Ctkp%3ABFBMovWp6elk,1,0,link
29,259,11/21/2024,12:57:03,Laptop for sale | eBay,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2334524.m570.l1313&_nkw=laptop&_sacat=0&_odkw=phone&_osacat=0,1,0,form_submit
